2018-03-22 15:59:56,457 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-09 15:10:40,169 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-09 15:10:40,170 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) SHOW FULL TABLES; args=None
2018-04-09 15:10:40,171 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT column_name, referenced_table_name, referenced_column_name
            FROM information_schema.key_column_usage
            WHERE table_name = 'idc'
                AND table_schema = DATABASE()
                AND referenced_table_name IS NOT NULL
                AND referenced_column_name IS NOT NULL; args=[u'idc']
2018-04-09 15:10:40,172 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `idc`; args=None
2018-04-09 15:10:40,172 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT kc.`constraint_name`, kc.`column_name`,
                kc.`referenced_table_name`, kc.`referenced_column_name`
            FROM information_schema.key_column_usage AS kc
            WHERE
                kc.table_schema = 'flask_learn' AND
                kc.table_name = 'idc'
        ; args=['flask_learn', u'idc']
2018-04-09 15:10:40,173 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT c.constraint_name, c.constraint_type
            FROM information_schema.table_constraints AS c
            WHERE
                c.table_schema = 'flask_learn' AND
                c.table_name = 'idc'
        ; args=['flask_learn', u'idc']
2018-04-09 15:10:40,173 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `idc`; args=None
2018-04-09 15:10:40,175 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, data_type, character_maximum_length, numeric_precision, numeric_scale, extra
            FROM information_schema.columns
            WHERE table_name = 'idc' AND table_schema = DATABASE(); args=[u'idc']
2018-04-09 15:10:40,175 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT * FROM `idc` LIMIT 1; args=None
2018-04-09 15:10:40,177 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT column_name, referenced_table_name, referenced_column_name
            FROM information_schema.key_column_usage
            WHERE table_name = 'pc'
                AND table_schema = DATABASE()
                AND referenced_table_name IS NOT NULL
                AND referenced_column_name IS NOT NULL; args=[u'pc']
2018-04-09 15:10:40,177 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `pc`; args=None
2018-04-09 15:10:40,178 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT kc.`constraint_name`, kc.`column_name`,
                kc.`referenced_table_name`, kc.`referenced_column_name`
            FROM information_schema.key_column_usage AS kc
            WHERE
                kc.table_schema = 'flask_learn' AND
                kc.table_name = 'pc'
        ; args=['flask_learn', u'pc']
2018-04-09 15:10:40,178 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT c.constraint_name, c.constraint_type
            FROM information_schema.table_constraints AS c
            WHERE
                c.table_schema = 'flask_learn' AND
                c.table_name = 'pc'
        ; args=['flask_learn', u'pc']
2018-04-09 15:10:40,179 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `pc`; args=None
2018-04-09 15:10:40,181 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, data_type, character_maximum_length, numeric_precision, numeric_scale, extra
            FROM information_schema.columns
            WHERE table_name = 'pc' AND table_schema = DATABASE(); args=[u'pc']
2018-04-09 15:10:40,182 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT * FROM `pc` LIMIT 1; args=None
2018-04-09 15:10:40,184 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, referenced_table_name, referenced_column_name
            FROM information_schema.key_column_usage
            WHERE table_name = 'sunfan_user'
                AND table_schema = DATABASE()
                AND referenced_table_name IS NOT NULL
                AND referenced_column_name IS NOT NULL; args=[u'sunfan_user']
2018-04-09 15:10:40,184 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `sunfan_user`; args=None
2018-04-09 15:10:40,185 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT kc.`constraint_name`, kc.`column_name`,
                kc.`referenced_table_name`, kc.`referenced_column_name`
            FROM information_schema.key_column_usage AS kc
            WHERE
                kc.table_schema = 'flask_learn' AND
                kc.table_name = 'sunfan_user'
        ; args=['flask_learn', u'sunfan_user']
2018-04-09 15:10:40,186 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT c.constraint_name, c.constraint_type
            FROM information_schema.table_constraints AS c
            WHERE
                c.table_schema = 'flask_learn' AND
                c.table_name = 'sunfan_user'
        ; args=['flask_learn', u'sunfan_user']
2018-04-09 15:10:40,186 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `sunfan_user`; args=None
2018-04-09 15:10:40,189 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, data_type, character_maximum_length, numeric_precision, numeric_scale, extra
            FROM information_schema.columns
            WHERE table_name = 'sunfan_user' AND table_schema = DATABASE(); args=[u'sunfan_user']
2018-04-09 15:10:40,189 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT * FROM `sunfan_user` LIMIT 1; args=None
2018-04-09 15:11:00,800 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-09 15:11:00,801 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) SHOW FULL TABLES; args=None
2018-04-09 15:11:00,802 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, referenced_table_name, referenced_column_name
            FROM information_schema.key_column_usage
            WHERE table_name = 'idc'
                AND table_schema = DATABASE()
                AND referenced_table_name IS NOT NULL
                AND referenced_column_name IS NOT NULL; args=[u'idc']
2018-04-09 15:11:00,803 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `idc`; args=None
2018-04-09 15:11:00,804 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT kc.`constraint_name`, kc.`column_name`,
                kc.`referenced_table_name`, kc.`referenced_column_name`
            FROM information_schema.key_column_usage AS kc
            WHERE
                kc.table_schema = 'flask_learn' AND
                kc.table_name = 'idc'
        ; args=['flask_learn', u'idc']
2018-04-09 15:11:00,805 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT c.constraint_name, c.constraint_type
            FROM information_schema.table_constraints AS c
            WHERE
                c.table_schema = 'flask_learn' AND
                c.table_name = 'idc'
        ; args=['flask_learn', u'idc']
2018-04-09 15:11:00,805 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `idc`; args=None
2018-04-09 15:11:00,808 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, data_type, character_maximum_length, numeric_precision, numeric_scale, extra
            FROM information_schema.columns
            WHERE table_name = 'idc' AND table_schema = DATABASE(); args=[u'idc']
2018-04-09 15:11:00,809 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT * FROM `idc` LIMIT 1; args=None
2018-04-09 15:11:00,810 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT column_name, referenced_table_name, referenced_column_name
            FROM information_schema.key_column_usage
            WHERE table_name = 'pc'
                AND table_schema = DATABASE()
                AND referenced_table_name IS NOT NULL
                AND referenced_column_name IS NOT NULL; args=[u'pc']
2018-04-09 15:11:00,811 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `pc`; args=None
2018-04-09 15:11:00,812 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT kc.`constraint_name`, kc.`column_name`,
                kc.`referenced_table_name`, kc.`referenced_column_name`
            FROM information_schema.key_column_usage AS kc
            WHERE
                kc.table_schema = 'flask_learn' AND
                kc.table_name = 'pc'
        ; args=['flask_learn', u'pc']
2018-04-09 15:11:00,812 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT c.constraint_name, c.constraint_type
            FROM information_schema.table_constraints AS c
            WHERE
                c.table_schema = 'flask_learn' AND
                c.table_name = 'pc'
        ; args=['flask_learn', u'pc']
2018-04-09 15:11:00,813 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `pc`; args=None
2018-04-09 15:11:00,816 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, data_type, character_maximum_length, numeric_precision, numeric_scale, extra
            FROM information_schema.columns
            WHERE table_name = 'pc' AND table_schema = DATABASE(); args=[u'pc']
2018-04-09 15:11:00,816 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT * FROM `pc` LIMIT 1; args=None
2018-04-09 15:11:00,818 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT column_name, referenced_table_name, referenced_column_name
            FROM information_schema.key_column_usage
            WHERE table_name = 'sunfan_user'
                AND table_schema = DATABASE()
                AND referenced_table_name IS NOT NULL
                AND referenced_column_name IS NOT NULL; args=[u'sunfan_user']
2018-04-09 15:11:00,819 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `sunfan_user`; args=None
2018-04-09 15:11:00,819 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT kc.`constraint_name`, kc.`column_name`,
                kc.`referenced_table_name`, kc.`referenced_column_name`
            FROM information_schema.key_column_usage AS kc
            WHERE
                kc.table_schema = 'flask_learn' AND
                kc.table_name = 'sunfan_user'
        ; args=['flask_learn', u'sunfan_user']
2018-04-09 15:11:00,820 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT c.constraint_name, c.constraint_type
            FROM information_schema.table_constraints AS c
            WHERE
                c.table_schema = 'flask_learn' AND
                c.table_name = 'sunfan_user'
        ; args=['flask_learn', u'sunfan_user']
2018-04-09 15:11:00,820 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `sunfan_user`; args=None
2018-04-09 15:11:00,823 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, data_type, character_maximum_length, numeric_precision, numeric_scale, extra
            FROM information_schema.columns
            WHERE table_name = 'sunfan_user' AND table_schema = DATABASE(); args=[u'sunfan_user']
2018-04-09 15:11:00,823 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT * FROM `sunfan_user` LIMIT 1; args=None
2018-04-09 16:00:38,641 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-09 16:00:38,642 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW FULL TABLES; args=None
2018-04-09 16:00:38,643 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT column_name, referenced_table_name, referenced_column_name
            FROM information_schema.key_column_usage
            WHERE table_name = 'idc'
                AND table_schema = DATABASE()
                AND referenced_table_name IS NOT NULL
                AND referenced_column_name IS NOT NULL; args=[u'idc']
2018-04-09 16:00:38,644 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `idc`; args=None
2018-04-09 16:00:38,644 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT kc.`constraint_name`, kc.`column_name`,
                kc.`referenced_table_name`, kc.`referenced_column_name`
            FROM information_schema.key_column_usage AS kc
            WHERE
                kc.table_schema = 'flask_learn' AND
                kc.table_name = 'idc'
        ; args=['flask_learn', u'idc']
2018-04-09 16:00:38,645 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT c.constraint_name, c.constraint_type
            FROM information_schema.table_constraints AS c
            WHERE
                c.table_schema = 'flask_learn' AND
                c.table_name = 'idc'
        ; args=['flask_learn', u'idc']
2018-04-09 16:00:38,645 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `idc`; args=None
2018-04-09 16:00:38,647 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, data_type, character_maximum_length, numeric_precision, numeric_scale, extra
            FROM information_schema.columns
            WHERE table_name = 'idc' AND table_schema = DATABASE(); args=[u'idc']
2018-04-09 16:00:38,647 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT * FROM `idc` LIMIT 1; args=None
2018-04-09 16:00:38,648 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT column_name, referenced_table_name, referenced_column_name
            FROM information_schema.key_column_usage
            WHERE table_name = 'pc'
                AND table_schema = DATABASE()
                AND referenced_table_name IS NOT NULL
                AND referenced_column_name IS NOT NULL; args=[u'pc']
2018-04-09 16:00:38,649 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `pc`; args=None
2018-04-09 16:00:38,649 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT kc.`constraint_name`, kc.`column_name`,
                kc.`referenced_table_name`, kc.`referenced_column_name`
            FROM information_schema.key_column_usage AS kc
            WHERE
                kc.table_schema = 'flask_learn' AND
                kc.table_name = 'pc'
        ; args=['flask_learn', u'pc']
2018-04-09 16:00:38,650 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT c.constraint_name, c.constraint_type
            FROM information_schema.table_constraints AS c
            WHERE
                c.table_schema = 'flask_learn' AND
                c.table_name = 'pc'
        ; args=['flask_learn', u'pc']
2018-04-09 16:00:38,650 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `pc`; args=None
2018-04-09 16:00:38,652 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, data_type, character_maximum_length, numeric_precision, numeric_scale, extra
            FROM information_schema.columns
            WHERE table_name = 'pc' AND table_schema = DATABASE(); args=[u'pc']
2018-04-09 16:00:38,652 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT * FROM `pc` LIMIT 1; args=None
2018-04-09 16:00:38,654 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT column_name, referenced_table_name, referenced_column_name
            FROM information_schema.key_column_usage
            WHERE table_name = 'sunfan_user'
                AND table_schema = DATABASE()
                AND referenced_table_name IS NOT NULL
                AND referenced_column_name IS NOT NULL; args=[u'sunfan_user']
2018-04-09 16:00:38,655 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `sunfan_user`; args=None
2018-04-09 16:00:38,655 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT kc.`constraint_name`, kc.`column_name`,
                kc.`referenced_table_name`, kc.`referenced_column_name`
            FROM information_schema.key_column_usage AS kc
            WHERE
                kc.table_schema = 'flask_learn' AND
                kc.table_name = 'sunfan_user'
        ; args=['flask_learn', u'sunfan_user']
2018-04-09 16:00:38,656 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT c.constraint_name, c.constraint_type
            FROM information_schema.table_constraints AS c
            WHERE
                c.table_schema = 'flask_learn' AND
                c.table_name = 'sunfan_user'
        ; args=['flask_learn', u'sunfan_user']
2018-04-09 16:00:38,657 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `sunfan_user`; args=None
2018-04-09 16:00:38,660 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, data_type, character_maximum_length, numeric_precision, numeric_scale, extra
            FROM information_schema.columns
            WHERE table_name = 'sunfan_user' AND table_schema = DATABASE(); args=[u'sunfan_user']
2018-04-09 16:00:38,661 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT * FROM `sunfan_user` LIMIT 1; args=None
2018-04-10 10:02:28,633 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-10 10:02:28,635 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) SHOW FULL TABLES; args=None
2018-04-10 10:02:28,637 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, referenced_table_name, referenced_column_name
            FROM information_schema.key_column_usage
            WHERE table_name = 'auth_group'
                AND table_schema = DATABASE()
                AND referenced_table_name IS NOT NULL
                AND referenced_column_name IS NOT NULL; args=[u'auth_group']
2018-04-10 10:02:28,638 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) SHOW INDEX FROM `auth_group`; args=None
2018-04-10 10:02:28,639 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT kc.`constraint_name`, kc.`column_name`,
                kc.`referenced_table_name`, kc.`referenced_column_name`
            FROM information_schema.key_column_usage AS kc
            WHERE
                kc.table_schema = 'django_learn' AND
                kc.table_name = 'auth_group'
        ; args=['django_learn', u'auth_group']
2018-04-10 10:02:28,640 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT c.constraint_name, c.constraint_type
            FROM information_schema.table_constraints AS c
            WHERE
                c.table_schema = 'django_learn' AND
                c.table_name = 'auth_group'
        ; args=['django_learn', u'auth_group']
2018-04-10 10:02:28,641 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) SHOW INDEX FROM `auth_group`; args=None
2018-04-10 10:02:28,645 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, data_type, character_maximum_length, numeric_precision, numeric_scale, extra
            FROM information_schema.columns
            WHERE table_name = 'auth_group' AND table_schema = DATABASE(); args=[u'auth_group']
2018-04-10 10:02:28,645 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT * FROM `auth_group` LIMIT 1; args=None
2018-04-10 10:02:28,648 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, referenced_table_name, referenced_column_name
            FROM information_schema.key_column_usage
            WHERE table_name = 'auth_group_permissions'
                AND table_schema = DATABASE()
                AND referenced_table_name IS NOT NULL
                AND referenced_column_name IS NOT NULL; args=[u'auth_group_permissions']
2018-04-10 10:02:28,649 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) SHOW INDEX FROM `auth_group_permissions`; args=None
2018-04-10 10:02:28,650 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT kc.`constraint_name`, kc.`column_name`,
                kc.`referenced_table_name`, kc.`referenced_column_name`
            FROM information_schema.key_column_usage AS kc
            WHERE
                kc.table_schema = 'django_learn' AND
                kc.table_name = 'auth_group_permissions'
        ; args=['django_learn', u'auth_group_permissions']
2018-04-10 10:02:28,650 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT c.constraint_name, c.constraint_type
            FROM information_schema.table_constraints AS c
            WHERE
                c.table_schema = 'django_learn' AND
                c.table_name = 'auth_group_permissions'
        ; args=['django_learn', u'auth_group_permissions']
2018-04-10 10:02:28,651 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) SHOW INDEX FROM `auth_group_permissions`; args=None
2018-04-10 10:02:28,655 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, data_type, character_maximum_length, numeric_precision, numeric_scale, extra
            FROM information_schema.columns
            WHERE table_name = 'auth_group_permissions' AND table_schema = DATABASE(); args=[u'auth_group_permissions']
2018-04-10 10:02:28,655 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT * FROM `auth_group_permissions` LIMIT 1; args=None
2018-04-10 10:02:28,657 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT column_name, referenced_table_name, referenced_column_name
            FROM information_schema.key_column_usage
            WHERE table_name = 'auth_permission'
                AND table_schema = DATABASE()
                AND referenced_table_name IS NOT NULL
                AND referenced_column_name IS NOT NULL; args=[u'auth_permission']
2018-04-10 10:02:28,658 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `auth_permission`; args=None
2018-04-10 10:02:28,658 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT kc.`constraint_name`, kc.`column_name`,
                kc.`referenced_table_name`, kc.`referenced_column_name`
            FROM information_schema.key_column_usage AS kc
            WHERE
                kc.table_schema = 'django_learn' AND
                kc.table_name = 'auth_permission'
        ; args=['django_learn', u'auth_permission']
2018-04-10 10:02:28,659 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT c.constraint_name, c.constraint_type
            FROM information_schema.table_constraints AS c
            WHERE
                c.table_schema = 'django_learn' AND
                c.table_name = 'auth_permission'
        ; args=['django_learn', u'auth_permission']
2018-04-10 10:02:28,660 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `auth_permission`; args=None
2018-04-10 10:02:28,663 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, data_type, character_maximum_length, numeric_precision, numeric_scale, extra
            FROM information_schema.columns
            WHERE table_name = 'auth_permission' AND table_schema = DATABASE(); args=[u'auth_permission']
2018-04-10 10:02:28,663 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT * FROM `auth_permission` LIMIT 1; args=None
2018-04-10 10:02:28,665 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT column_name, referenced_table_name, referenced_column_name
            FROM information_schema.key_column_usage
            WHERE table_name = 'auth_user'
                AND table_schema = DATABASE()
                AND referenced_table_name IS NOT NULL
                AND referenced_column_name IS NOT NULL; args=[u'auth_user']
2018-04-10 10:02:28,666 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) SHOW INDEX FROM `auth_user`; args=None
2018-04-10 10:02:28,666 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT kc.`constraint_name`, kc.`column_name`,
                kc.`referenced_table_name`, kc.`referenced_column_name`
            FROM information_schema.key_column_usage AS kc
            WHERE
                kc.table_schema = 'django_learn' AND
                kc.table_name = 'auth_user'
        ; args=['django_learn', u'auth_user']
2018-04-10 10:02:28,667 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) 
            SELECT c.constraint_name, c.constraint_type
            FROM information_schema.table_constraints AS c
            WHERE
                c.table_schema = 'django_learn' AND
                c.table_name = 'auth_user'
        ; args=['django_learn', u'auth_user']
2018-04-10 10:02:28,668 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SHOW INDEX FROM `auth_user`; args=None
2018-04-10 10:02:28,670 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, data_type, character_maximum_length, numeric_precision, numeric_scale, extra
            FROM information_schema.columns
            WHERE table_name = 'auth_user' AND table_schema = DATABASE(); args=[u'auth_user']
2018-04-10 10:02:28,671 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.000) SELECT * FROM `auth_user` LIMIT 1; args=None
2018-04-10 10:02:28,674 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) 
            SELECT column_name, referenced_table_name, referenced_column_name
            FROM information_schema.key_column_usage
            WHERE table_name = 'auth_user_groups'
                AND table_schema = DATABASE()
                AND referenced_table_name IS NOT NULL
                AND referenced_column_name IS NOT NULL; args=[u'auth_user_groups']
2018-04-10 10:02:28,674 - /root/python27/devopsenv/lib/python2.7/site-packages/django/db/backends/utils.py:89[DEBUG] - (0.001) SHOW INDEX FROM `auth_user_groups`; args=None
